gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,pass_fail,total_score,score_variation,performance_category,has_test_prep,has_standard_lunch
male,group B,some college,standard,completed,88,85,76,83.0,Pass,249,6.244997998398398,Good,1,1
male,group C,bachelor's degree,standard,none,83,78,73,78.0,Pass,234,5.0,Good,0,1
female,group C,some high school,standard,completed,85,92,93,90.0,Pass,270,4.358898943540674,Excellent,1,1
female,group E,high school,standard,completed,59,63,75,65.66666666666667,Pass,197,8.32666399786453,Average,1,1
female,group C,some high school,free/reduced,none,65,86,80,77.0,Pass,231,10.816653826391969,Good,0,0
male,group B,bachelor's degree,free/reduced,none,73,56,57,62.0,Pass,186,9.539392014169456,Average,0,0
male,group D,high school,standard,none,53,52,42,49.0,Fail,147,6.082762530298219,Poor,0,1
male,group D,high school,standard,none,45,48,46,46.333333333333336,Fail,139,1.5275252316519468,Poor,0,1
female,group D,bachelor's degree,free/reduced,none,73,79,84,78.66666666666667,Pass,236,5.507570547286101,Good,0,0
female,group D,some college,free/reduced,completed,70,78,78,75.33333333333333,Pass,226,4.618802153517006,Good,1,0
female,group B,some high school,standard,none,37,46,46,43.0,Fail,129,5.196152422706632,Poor,0,1
male,group B,associate's degree,standard,completed,81,82,82,81.66666666666667,Pass,245,0.5773502691896258,Good,1,1
male,group E,associate's degree,standard,completed,97,82,88,89.0,Pass,267,7.54983443527075,Excellent,1,1
female,group B,some high school,standard,none,67,89,82,79.33333333333333,Pass,238,11.239810200058244,Good,0,1
male,group B,bachelor's degree,free/reduced,none,88,75,76,79.66666666666667,Pass,239,7.234178138070234,Good,0,0
male,group E,some high school,standard,completed,77,76,77,76.66666666666667,Pass,230,0.5773502691896258,Good,1,1
male,group C,associate's degree,standard,none,76,70,68,71.33333333333333,Pass,214,4.163331998932265,Good,0,1
male,group D,some high school,standard,none,86,73,70,76.33333333333333,Pass,229,8.504900548115383,Good,0,1
male,group C,some high school,standard,completed,63,60,57,60.0,Pass,180,3.0,Average,1,1
female,group E,bachelor's degree,standard,none,65,73,75,71.0,Pass,213,5.291502622129181,Good,0,1
male,group D,high school,free/reduced,completed,78,77,80,78.33333333333333,Pass,235,1.5275252316519468,Good,1,0
male,group B,associate's degree,free/reduced,none,67,62,60,63.0,Pass,189,3.605551275463989,Average,0,0
male,group A,some high school,standard,completed,46,41,43,43.333333333333336,Fail,130,2.516611478423583,Poor,1,1
male,group E,associate's degree,standard,completed,71,74,68,71.0,Pass,213,3.0,Good,1,1
male,group C,high school,free/reduced,completed,40,46,50,45.333333333333336,Fail,136,5.033222956847166,Poor,1,0
male,group D,associate's degree,free/reduced,none,90,87,75,84.0,Pass,252,7.937253933193772,Good,0,0
male,group A,some college,free/reduced,completed,81,78,81,80.0,Pass,240,1.7320508075688772,Good,1,0
male,group D,some high school,free/reduced,none,56,54,52,54.0,Fail,162,2.0,Below Average,0,0
female,group C,associate's degree,standard,completed,67,84,81,77.33333333333333,Pass,232,9.073771725877467,Good,1,1
male,group B,associate's degree,standard,none,80,76,64,73.33333333333333,Pass,220,8.326663997864532,Good,0,1
female,group C,associate's degree,standard,completed,74,75,83,77.33333333333333,Pass,232,4.932882862316247,Good,1,1
male,group A,some college,standard,none,69,67,69,68.33333333333333,Pass,205,1.1547005383792517,Average,0,1
male,group E,some college,standard,completed,99,87,81,89.0,Pass,267,9.16515138991168,Excellent,1,1
male,group C,some high school,standard,none,51,52,44,49.0,Fail,147,4.358898943540674,Poor,0,1
female,group B,associate's degree,free/reduced,none,53,71,67,63.666666666666664,Pass,191,9.451631252505216,Average,0,0
female,group D,high school,free/reduced,none,49,57,52,52.666666666666664,Fail,158,4.041451884327381,Below Average,0,0
female,group B,associate's degree,standard,none,73,76,80,76.33333333333333,Pass,229,3.511884584284246,Good,0,1
male,group B,bachelor's degree,standard,none,66,60,57,61.0,Pass,183,4.58257569495584,Average,0,1
male,group D,bachelor's degree,standard,completed,67,61,68,65.33333333333333,Pass,196,3.7859388972001824,Average,1,1
female,group C,associate's degree,free/reduced,completed,68,67,69,68.0,Pass,204,1.0,Average,1,0
female,group C,bachelor's degree,standard,completed,59,64,75,66.0,Pass,198,8.18535277187245,Average,1,1
male,group C,high school,standard,none,71,66,65,67.33333333333333,Pass,202,3.214550253664318,Average,0,1
female,group D,master's degree,standard,completed,77,82,91,83.33333333333333,Pass,250,7.094598884597588,Good,1,1
male,group C,associate's degree,standard,none,83,72,78,77.66666666666667,Pass,233,5.507570547286101,Good,0,1
male,group B,bachelor's degree,standard,none,63,71,69,67.66666666666667,Pass,203,4.163331998932265,Average,0,1
female,group D,associate's degree,free/reduced,none,56,65,63,61.333333333333336,Pass,184,4.725815626252608,Average,0,0
female,group C,high school,free/reduced,completed,67,79,84,76.66666666666667,Pass,230,8.736894948054104,Good,1,0
female,group E,high school,standard,none,75,86,79,80.0,Pass,240,5.5677643628300215,Good,0,1
female,group C,some college,standard,none,71,81,80,77.33333333333333,Pass,232,5.507570547286102,Good,0,1
female,group C,some high school,free/reduced,none,43,53,53,49.666666666666664,Fail,149,5.773502691896258,Poor,0,0
female,group C,high school,free/reduced,none,41,46,43,43.333333333333336,Fail,130,2.516611478423583,Poor,0,0
female,group C,some college,standard,none,82,90,94,88.66666666666667,Pass,266,6.110100926607786,Excellent,0,1
male,group C,some college,standard,none,61,61,62,61.333333333333336,Pass,184,0.5773502691896257,Average,0,1
male,group A,some college,free/reduced,none,28,23,19,23.333333333333332,Fail,70,4.509249752822894,Poor,0,0
male,group C,associate's degree,standard,completed,82,75,77,78.0,Pass,234,3.605551275463989,Good,1,1
female,group B,some high school,standard,none,41,55,51,49.0,Fail,147,7.211102550927978,Poor,0,1
male,group C,high school,standard,none,71,60,61,64.0,Pass,192,6.082762530298219,Average,0,1
male,group C,associate's degree,standard,none,47,37,35,39.666666666666664,Fail,119,6.429100507328637,Poor,0,1
male,group E,associate's degree,standard,completed,62,56,53,57.0,Fail,171,4.58257569495584,Below Average,1,1
male,group B,associate's degree,standard,none,90,78,81,83.0,Pass,249,6.244997998398398,Good,0,1
female,group C,bachelor's degree,standard,none,83,93,95,90.33333333333333,Pass,271,6.429100507328636,Excellent,0,1
female,group B,some college,free/reduced,none,61,68,66,65.0,Pass,195,3.605551275463989,Average,0,0
male,group D,some high school,standard,completed,76,70,69,71.66666666666667,Pass,215,3.7859388972001824,Good,1,1
male,group C,associate's degree,standard,none,49,51,43,47.666666666666664,Fail,143,4.163331998932266,Poor,0,1
female,group B,some high school,free/reduced,none,24,38,27,29.666666666666668,Fail,89,7.371114795831994,Poor,0,0
female,group D,some high school,free/reduced,completed,35,55,60,50.0,Fail,150,13.228756555322953,Below Average,1,0
male,group C,high school,free/reduced,none,58,61,52,57.0,Fail,171,4.58257569495584,Below Average,0,0
female,group C,high school,standard,none,61,73,63,65.66666666666667,Pass,197,6.429100507328636,Average,0,1
female,group B,high school,standard,completed,69,76,74,73.0,Pass,219,3.605551275463989,Good,1,1
male,group D,associate's degree,standard,completed,67,72,67,68.66666666666667,Pass,206,2.886751345948129,Average,1,1
male,group D,some college,standard,none,79,73,67,73.0,Pass,219,6.0,Good,0,1
female,group C,high school,standard,none,72,80,75,75.66666666666667,Pass,227,4.041451884327381,Good,0,1
male,group B,some college,standard,none,62,61,57,60.0,Pass,180,2.6457513110645907,Average,0,1
female,group C,bachelor's degree,standard,completed,77,94,95,88.66666666666667,Pass,266,10.115993936995679,Excellent,1,1
male,group D,high school,free/reduced,none,75,74,66,71.66666666666667,Pass,215,4.932882862316247,Good,0,0
male,group E,associate's degree,standard,none,87,74,76,79.0,Pass,237,7.0,Good,0,1
female,group B,bachelor's degree,standard,none,52,65,69,62.0,Pass,186,8.888194417315589,Average,0,1
male,group E,some college,standard,none,66,57,52,58.333333333333336,Fail,175,7.094598884597588,Below Average,0,1
female,group C,some college,standard,completed,63,78,80,73.66666666666667,Pass,221,9.291573243177568,Good,1,1
female,group C,associate's degree,standard,none,46,58,57,53.666666666666664,Fail,161,6.658328118479393,Below Average,0,1
female,group C,some college,standard,none,59,71,70,66.66666666666667,Pass,200,6.6583281184793925,Average,0,1
female,group B,bachelor's degree,standard,none,61,72,70,67.66666666666667,Pass,203,5.859465277082315,Average,0,1
male,group A,associate's degree,standard,none,63,61,61,61.666666666666664,Pass,185,1.1547005383792517,Average,0,1
female,group C,some college,free/reduced,completed,42,66,69,59.0,Fail,177,14.798648586948742,Below Average,1,0
male,group D,some college,free/reduced,none,59,62,61,60.666666666666664,Pass,182,1.5275252316519465,Average,0,0
female,group D,some college,standard,none,80,90,89,86.33333333333333,Pass,259,5.507570547286102,Excellent,0,1
female,group B,high school,standard,none,58,62,59,59.666666666666664,Fail,179,2.0816659994661326,Below Average,0,1
male,group B,some high school,standard,completed,85,84,78,82.33333333333333,Pass,247,3.7859388972001824,Good,1,1
female,group C,some college,standard,none,52,58,58,56.0,Fail,168,3.4641016151377544,Below Average,0,1
female,group D,some high school,free/reduced,none,27,34,32,31.0,Fail,93,3.605551275463989,Poor,0,0
male,group C,some college,standard,none,59,60,58,59.0,Fail,177,1.0,Below Average,0,1
male,group A,bachelor's degree,free/reduced,completed,49,58,60,55.666666666666664,Fail,167,5.8594652770823155,Below Average,1,0
male,group C,high school,standard,completed,69,58,53,60.0,Pass,180,8.18535277187245,Average,1,1
male,group C,bachelor's degree,free/reduced,none,61,66,61,62.666666666666664,Pass,188,2.8867513459481287,Average,0,0
female,group A,some high school,free/reduced,none,44,64,58,55.333333333333336,Fail,166,10.263202878893768,Below Average,0,0
female,group D,some high school,standard,none,73,84,85,80.66666666666667,Pass,242,6.6583281184793925,Good,0,1
male,group E,some college,standard,none,84,77,71,77.33333333333333,Pass,232,6.506407098647712,Good,0,1
female,group C,some college,free/reduced,completed,45,73,70,62.666666666666664,Pass,188,15.37313674346694,Average,1,0
male,group D,some high school,standard,none,74,74,72,73.33333333333333,Pass,220,1.1547005383792517,Good,0,1
female,group D,some college,standard,completed,82,97,96,91.66666666666667,Pass,275,8.386497083606082,Excellent,1,1
female,group D,bachelor's degree,standard,none,59,70,73,67.33333333333333,Pass,202,7.3711147958319945,Average,0,1
male,group E,associate's degree,free/reduced,none,46,43,41,43.333333333333336,Fail,130,2.5166114784235836,Poor,0,0
female,group D,some high school,standard,none,80,90,82,84.0,Pass,252,5.291502622129181,Good,0,1
female,group D,master's degree,free/reduced,completed,85,95,100,93.33333333333333,Pass,280,7.637626158259734,Excellent,1,0
female,group A,some high school,standard,none,71,83,77,77.0,Pass,231,6.0,Good,0,1
male,group A,bachelor's degree,standard,none,66,64,62,64.0,Pass,192,2.0,Average,0,1
female,group B,associate's degree,standard,none,80,86,83,83.0,Pass,249,3.0,Good,0,1
male,group C,associate's degree,standard,completed,87,100,95,94.0,Pass,282,6.557438524302,Excellent,1,1
male,group C,master's degree,free/reduced,none,79,81,71,77.0,Pass,231,5.291502622129181,Good,0,0
female,group E,some high school,free/reduced,none,38,49,45,44.0,Fail,132,5.5677643628300215,Poor,0,0
female,group A,some high school,free/reduced,none,38,43,43,41.333333333333336,Fail,124,2.8867513459481287,Poor,0,0
female,group E,some college,standard,none,67,76,75,72.66666666666667,Pass,218,4.932882862316247,Good,0,1
female,group E,bachelor's degree,standard,none,64,73,70,69.0,Pass,207,4.58257569495584,Average,0,1
female,group C,associate's degree,free/reduced,none,57,78,67,67.33333333333333,Pass,202,10.503967504392488,Average,0,0
female,group D,high school,standard,none,62,64,64,63.333333333333336,Pass,190,1.1547005383792517,Average,0,1
male,group D,master's degree,standard,none,73,70,75,72.66666666666667,Pass,218,2.5166114784235836,Good,0,1
male,group E,some high school,free/reduced,completed,73,67,59,66.33333333333333,Pass,199,7.023769168568492,Average,1,0
female,group D,some college,standard,none,77,68,77,74.0,Pass,222,5.196152422706632,Good,0,1
male,group E,some college,standard,none,76,67,67,70.0,Pass,210,5.196152422706632,Good,0,1
male,group C,associate's degree,standard,completed,57,54,56,55.666666666666664,Fail,167,1.5275252316519465,Below Average,1,1
female,group C,some high school,standard,completed,65,74,77,72.0,Pass,216,6.244997998398398,Good,1,1
male,group A,high school,free/reduced,none,48,45,41,44.666666666666664,Fail,134,3.511884584284246,Poor,0,0
female,group B,high school,free/reduced,none,50,67,63,60.0,Pass,180,8.888194417315589,Average,0,0
female,group C,associate's degree,standard,none,85,89,95,89.66666666666667,Pass,269,5.033222956847167,Excellent,0,1
male,group B,some high school,standard,none,74,63,57,64.66666666666667,Pass,194,8.621678104251709,Average,0,1
male,group D,some high school,standard,none,60,59,54,57.666666666666664,Fail,173,3.214550253664318,Below Average,0,1
female,group C,some high school,standard,completed,59,54,67,60.0,Pass,180,6.557438524302,Average,1,1
male,group A,some college,standard,none,53,43,43,46.333333333333336,Fail,139,5.773502691896257,Poor,0,1
female,group A,some college,free/reduced,none,49,65,55,56.333333333333336,Fail,169,8.082903768654761,Below Average,0,0
female,group D,high school,standard,completed,88,99,100,95.66666666666667,Pass,287,6.6583281184793925,Excellent,1,1
female,group C,high school,standard,none,54,59,62,58.333333333333336,Fail,175,4.041451884327381,Below Average,0,1
female,group C,some high school,standard,none,63,73,68,68.0,Pass,204,5.0,Average,0,1
male,group B,associate's degree,standard,completed,65,65,63,64.33333333333333,Pass,193,1.1547005383792517,Average,1,1
female,group B,associate's degree,standard,none,82,80,77,79.66666666666667,Pass,239,2.5166114784235836,Good,0,1
female,group D,high school,free/reduced,completed,52,57,56,55.0,Fail,165,2.6457513110645907,Below Average,1,0
male,group D,associate's degree,standard,completed,87,84,85,85.33333333333333,Pass,256,1.5275252316519468,Excellent,1,1
female,group D,master's degree,standard,completed,70,71,74,71.66666666666667,Pass,215,2.081665999466133,Good,1,1
male,group E,some college,standard,completed,84,83,78,81.66666666666667,Pass,245,3.2145502536643185,Good,1,1
male,group D,associate's degree,standard,none,71,66,60,65.66666666666667,Pass,197,5.507570547286102,Average,0,1
male,group B,some high school,standard,completed,63,67,67,65.66666666666667,Pass,197,2.3094010767585034,Average,1,1
female,group C,bachelor's degree,free/reduced,completed,51,72,79,67.33333333333333,Pass,202,14.571661996262929,Average,1,0
male,group E,high school,standard,none,84,73,69,75.33333333333333,Pass,226,7.76745346515403,Good,0,1
male,group C,bachelor's degree,standard,completed,71,74,68,71.0,Pass,213,3.0,Good,1,1
male,group C,associate's degree,standard,none,74,73,67,71.33333333333333,Pass,214,3.7859388972001824,Good,0,1
male,group D,some college,standard,none,68,59,62,63.0,Pass,189,4.58257569495584,Average,0,1
male,group E,high school,free/reduced,completed,57,56,54,55.666666666666664,Fail,167,1.5275252316519465,Below Average,1,0
female,group C,associate's degree,free/reduced,completed,82,93,93,89.33333333333333,Pass,268,6.350852961085883,Excellent,1,0
female,group D,high school,standard,completed,57,58,64,59.666666666666664,Fail,179,3.7859388972001824,Below Average,1,1
female,group D,master's degree,free/reduced,completed,47,58,67,57.333333333333336,Fail,172,10.016652800877813,Below Average,1,0
female,group A,some high school,standard,completed,59,85,80,74.66666666666667,Pass,224,13.796134724383252,Good,1,1
male,group B,some college,free/reduced,none,41,39,34,38.0,Fail,114,3.605551275463989,Poor,0,0
female,group C,some college,free/reduced,none,62,67,62,63.666666666666664,Pass,191,2.8867513459481287,Average,0,0
male,group C,bachelor's degree,standard,none,86,83,86,85.0,Pass,255,1.7320508075688772,Excellent,0,1
male,group C,some high school,free/reduced,none,69,71,65,68.33333333333333,Pass,205,3.055050463303893,Average,0,0
male,group A,some high school,free/reduced,none,65,59,53,59.0,Fail,177,6.0,Below Average,0,0
male,group C,some high school,free/reduced,none,68,63,54,61.666666666666664,Pass,185,7.094598884597588,Average,0,0
male,group C,associate's degree,free/reduced,none,64,66,59,63.0,Pass,189,3.605551275463989,Average,0,0
female,group C,high school,standard,none,61,72,70,67.66666666666667,Pass,203,5.859465277082315,Average,0,1
male,group C,high school,standard,none,61,56,55,57.333333333333336,Fail,172,3.214550253664318,Below Average,0,1
female,group A,some high school,free/reduced,none,47,59,50,52.0,Fail,156,6.244997998398398,Below Average,0,0
male,group C,some high school,standard,none,73,66,66,68.33333333333333,Pass,205,4.041451884327381,Average,0,1
male,group C,some college,free/reduced,completed,50,48,53,50.333333333333336,Fail,151,2.5166114784235836,Below Average,1,0
male,group D,associate's degree,standard,none,75,68,64,69.0,Pass,207,5.5677643628300215,Average,0,1
male,group D,associate's degree,free/reduced,none,75,66,73,71.33333333333333,Pass,214,4.725815626252608,Good,0,0
male,group C,high school,standard,none,70,56,51,59.0,Fail,177,9.848857801796104,Below Average,0,1
male,group D,some high school,standard,completed,89,88,82,86.33333333333333,Pass,259,3.7859388972001824,Excellent,1,1
female,group C,some college,standard,completed,67,81,79,75.66666666666667,Pass,227,7.571877794400365,Good,1,1
female,group D,high school,standard,none,78,81,80,79.66666666666667,Pass,239,1.5275252316519468,Good,0,1
female,group A,some high school,free/reduced,none,59,73,69,67.0,Pass,201,7.211102550927978,Average,0,0
female,group B,associate's degree,standard,none,73,83,76,77.33333333333333,Pass,232,5.131601439446884,Good,0,1
male,group A,some high school,free/reduced,none,79,82,73,78.0,Pass,234,4.58257569495584,Good,0,0
female,group C,some high school,standard,completed,67,74,77,72.66666666666667,Pass,218,5.131601439446884,Good,1,1
male,group D,some college,free/reduced,none,69,66,60,65.0,Pass,195,4.58257569495584,Average,0,0
male,group C,high school,standard,completed,86,81,80,82.33333333333333,Pass,247,3.214550253664318,Good,1,1
male,group B,high school,standard,none,47,46,42,45.0,Fail,135,2.6457513110645907,Poor,0,1
male,group B,associate's degree,standard,none,81,73,72,75.33333333333333,Pass,226,4.932882862316247,Good,0,1
female,group C,some college,free/reduced,completed,64,85,85,78.0,Pass,234,12.12435565298214,Good,1,0
female,group E,some college,standard,none,100,92,97,96.33333333333333,Pass,289,4.041451884327381,Excellent,0,1
female,group C,associate's degree,free/reduced,none,65,77,74,72.0,Pass,216,6.244997998398398,Good,0,0
male,group C,some college,free/reduced,none,65,58,49,57.333333333333336,Fail,172,8.020806277010644,Below Average,0,0
female,group C,associate's degree,free/reduced,none,53,61,62,58.666666666666664,Fail,176,4.932882862316248,Below Average,0,0
male,group C,bachelor's degree,free/reduced,none,37,56,47,46.666666666666664,Fail,140,9.504384952922168,Poor,0,0
female,group D,bachelor's degree,standard,none,79,89,89,85.66666666666667,Pass,257,5.773502691896257,Excellent,0,1
male,group D,associate's degree,free/reduced,none,53,54,48,51.666666666666664,Fail,155,3.214550253664318,Below Average,0,0
female,group E,bachelor's degree,standard,none,100,100,100,100.0,Pass,300,0.0,Excellent,0,1
male,group B,high school,standard,completed,72,65,68,68.33333333333333,Pass,205,3.511884584284246,Average,1,1
male,group C,bachelor's degree,free/reduced,none,53,58,55,55.333333333333336,Fail,166,2.516611478423583,Below Average,0,0
male,group B,some college,free/reduced,none,54,54,45,51.0,Fail,153,5.196152422706632,Below Average,0,0
female,group E,some college,standard,none,71,70,76,72.33333333333333,Pass,217,3.214550253664318,Good,0,1
female,group C,some college,free/reduced,none,77,90,91,86.0,Pass,258,7.810249675906654,Excellent,0,0
male,group A,bachelor's degree,standard,completed,75,58,62,65.0,Pass,195,8.888194417315589,Average,1,1
female,group C,some college,standard,none,84,87,91,87.33333333333333,Pass,262,3.511884584284246,Excellent,0,1
female,group D,associate's degree,free/reduced,none,26,31,38,31.666666666666668,Fail,95,6.027713773341708,Poor,0,0
male,group A,high school,free/reduced,completed,72,67,65,68.0,Pass,204,3.605551275463989,Average,1,0
female,group A,high school,free/reduced,completed,77,88,85,83.33333333333333,Pass,250,5.686240703077327,Good,1,0
male,group C,some college,standard,none,91,74,76,80.33333333333333,Pass,241,9.29157324317757,Good,0,1
female,group C,associate's degree,standard,completed,83,85,90,86.0,Pass,258,3.605551275463989,Excellent,1,1
female,group C,high school,standard,none,63,69,74,68.66666666666667,Pass,206,5.507570547286101,Average,0,1
female,group C,associate's degree,standard,completed,68,86,84,79.33333333333333,Pass,238,9.865765724632496,Good,1,1
female,group D,some high school,standard,none,59,67,61,62.333333333333336,Pass,187,4.163331998932265,Average,0,1
female,group B,associate's degree,standard,completed,90,90,91,90.33333333333333,Pass,271,0.5773502691896257,Excellent,1,1
female,group D,bachelor's degree,standard,completed,71,76,83,76.66666666666667,Pass,230,6.027713773341707,Good,1,1
male,group E,bachelor's degree,standard,completed,76,62,66,68.0,Pass,204,7.211102550927978,Average,1,1
male,group D,associate's degree,standard,none,80,68,72,73.33333333333333,Pass,220,6.110100926607787,Good,0,1
female,group D,master's degree,standard,none,55,64,70,63.0,Pass,189,7.54983443527075,Average,0,1
male,group E,associate's degree,standard,none,76,71,67,71.33333333333333,Pass,214,4.509249752822894,Good,0,1
male,group B,high school,standard,completed,73,71,68,70.66666666666667,Pass,212,2.5166114784235836,Good,1,1
female,group D,associate's degree,free/reduced,none,52,59,56,55.666666666666664,Fail,167,3.5118845842842465,Below Average,0,0
male,group C,some college,free/reduced,none,68,68,61,65.66666666666667,Pass,197,4.041451884327381,Average,0,0
male,group A,high school,standard,none,59,52,46,52.333333333333336,Fail,157,6.506407098647712,Below Average,0,1
female,group B,associate's degree,standard,none,49,52,54,51.666666666666664,Fail,155,2.516611478423583,Below Average,0,1
male,group C,high school,standard,none,70,74,71,71.66666666666667,Pass,215,2.081665999466133,Good,0,1
male,group D,some college,free/reduced,none,61,47,56,54.666666666666664,Fail,164,7.094598884597588,Below Average,0,0
female,group C,associate's degree,free/reduced,none,60,75,74,69.66666666666667,Pass,209,8.386497083606082,Average,0,0
male,group B,some high school,standard,completed,64,53,57,58.0,Fail,174,5.5677643628300215,Below Average,1,1
male,group A,associate's degree,free/reduced,completed,79,82,82,81.0,Pass,243,1.7320508075688772,Good,1,0
female,group A,associate's degree,free/reduced,none,65,85,76,75.33333333333333,Pass,226,10.016652800877813,Good,0,0
female,group C,associate's degree,standard,none,64,64,70,66.0,Pass,198,3.4641016151377544,Average,0,1
female,group C,some college,standard,none,83,83,90,85.33333333333333,Pass,256,4.041451884327381,Excellent,0,1
female,group C,bachelor's degree,standard,none,81,88,90,86.33333333333333,Pass,259,4.725815626252608,Excellent,0,1
female,group B,high school,standard,none,54,64,68,62.0,Pass,186,7.211102550927978,Average,0,1
male,group D,high school,standard,completed,68,64,66,66.0,Pass,198,2.0,Average,1,1
female,group C,some college,standard,none,54,48,52,51.333333333333336,Fail,154,3.055050463303893,Below Average,0,1
female,group D,some college,free/reduced,completed,59,78,76,71.0,Pass,213,10.44030650891055,Good,1,0
female,group B,some high school,standard,none,66,69,68,67.66666666666667,Pass,203,1.5275252316519468,Average,0,1
male,group E,some college,standard,none,76,71,72,73.0,Pass,219,2.6457513110645907,Good,0,1
female,group D,master's degree,standard,none,74,79,82,78.33333333333333,Pass,235,4.041451884327381,Good,0,1
female,group B,associate's degree,standard,completed,94,87,92,91.0,Pass,273,3.605551275463989,Excellent,1,1
male,group C,some college,free/reduced,none,63,61,54,59.333333333333336,Fail,178,4.725815626252608,Below Average,0,0
female,group E,associate's degree,standard,completed,95,89,92,92.0,Pass,276,3.0,Excellent,1,1
female,group D,master's degree,free/reduced,none,40,59,54,51.0,Fail,153,9.848857801796104,Below Average,0,0
female,group B,some high school,standard,none,82,82,80,81.33333333333333,Pass,244,1.1547005383792517,Good,0,1
male,group A,high school,standard,none,68,70,66,68.0,Pass,204,2.0,Average,0,1
male,group B,bachelor's degree,free/reduced,none,55,59,54,56.0,Fail,168,2.6457513110645907,Below Average,0,0
male,group C,master's degree,standard,none,79,78,77,78.0,Pass,234,1.0,Good,0,1
female,group C,bachelor's degree,standard,none,86,92,87,88.33333333333333,Pass,265,3.214550253664318,Excellent,0,1
male,group D,some college,standard,none,76,71,73,73.33333333333333,Pass,220,2.516611478423583,Good,0,1
male,group A,some high school,standard,none,64,50,43,52.333333333333336,Fail,157,10.692676621563628,Below Average,0,1
male,group D,some high school,free/reduced,none,62,49,52,54.333333333333336,Fail,163,6.8068592855540455,Below Average,0,0
female,group B,some high school,standard,completed,54,61,62,59.0,Fail,177,4.358898943540674,Below Average,1,1
female,group B,master's degree,free/reduced,completed,77,97,94,89.33333333333333,Pass,268,10.785793124908958,Excellent,1,0
female,group C,some high school,standard,completed,76,87,85,82.66666666666667,Pass,248,5.859465277082315,Good,1,1
female,group D,some college,standard,none,74,89,84,82.33333333333333,Pass,247,7.637626158259734,Good,0,1
female,group E,some college,standard,completed,66,74,73,71.0,Pass,213,4.358898943540674,Good,1,1
female,group D,some high school,standard,completed,66,78,78,74.0,Pass,222,6.928203230275509,Good,1,1
female,group B,high school,free/reduced,completed,67,78,79,74.66666666666667,Pass,224,6.6583281184793925,Good,1,0
male,group D,some college,standard,none,71,49,52,57.333333333333336,Fail,172,11.930353445448855,Below Average,0,1
female,group C,associate's degree,standard,none,91,86,84,87.0,Pass,261,3.605551275463989,Excellent,0,1
male,group D,bachelor's degree,standard,none,69,58,57,61.333333333333336,Pass,184,6.6583281184793925,Average,0,1
male,group C,master's degree,free/reduced,none,54,59,50,54.333333333333336,Fail,163,4.509249752822894,Below Average,0,0
male,group C,high school,standard,completed,53,52,49,51.333333333333336,Fail,154,2.081665999466133,Below Average,1,1
male,group E,some college,standard,none,68,60,59,62.333333333333336,Pass,187,4.932882862316247,Average,0,1
male,group C,some high school,free/reduced,completed,56,61,60,59.0,Fail,177,2.6457513110645907,Below Average,1,0
female,group C,high school,free/reduced,none,36,53,43,44.0,Fail,132,8.54400374531753,Poor,0,0
female,group D,bachelor's degree,free/reduced,none,29,41,47,39.0,Fail,117,9.16515138991168,Poor,0,0
female,group C,associate's degree,standard,none,62,74,70,68.66666666666667,Pass,206,6.110100926607786,Average,0,1
female,group C,associate's degree,standard,completed,68,67,73,69.33333333333333,Pass,208,3.214550253664318,Average,1,1
female,group C,some high school,standard,none,47,54,53,51.333333333333336,Fail,154,3.7859388972001824,Below Average,0,1
male,group E,associate's degree,standard,completed,62,61,58,60.333333333333336,Pass,181,2.081665999466133,Average,1,1
female,group E,associate's degree,standard,completed,79,88,94,87.0,Pass,261,7.54983443527075,Excellent,1,1
male,group B,high school,standard,completed,73,69,68,70.0,Pass,210,2.6457513110645907,Good,1,1
female,group C,bachelor's degree,free/reduced,completed,66,83,83,77.33333333333333,Pass,232,9.814954576223638,Good,1,0
male,group C,associate's degree,standard,completed,51,60,58,56.333333333333336,Fail,169,4.725815626252608,Below Average,1,1
female,group D,high school,standard,none,51,66,62,59.666666666666664,Fail,179,7.767453465154029,Below Average,0,1
male,group E,bachelor's degree,standard,completed,85,66,71,74.0,Pass,222,9.848857801796104,Good,1,1
male,group A,associate's degree,standard,completed,97,92,86,91.66666666666667,Pass,275,5.507570547286102,Excellent,1,1
male,group C,high school,standard,completed,75,69,68,70.66666666666667,Pass,212,3.7859388972001824,Good,1,1
male,group D,associate's degree,free/reduced,completed,79,82,80,80.33333333333333,Pass,241,1.5275252316519468,Good,1,0
female,group C,associate's degree,standard,none,81,77,79,79.0,Pass,237,2.0,Good,0,1
female,group D,associate's degree,standard,none,82,95,89,88.66666666666667,Pass,266,6.506407098647712,Excellent,0,1
female,group D,master's degree,standard,none,64,63,66,64.33333333333333,Pass,193,1.5275252316519468,Average,0,1
male,group E,some high school,free/reduced,completed,78,83,80,80.33333333333333,Pass,241,2.516611478423583,Good,1,0
female,group A,some high school,standard,completed,92,100,97,96.33333333333333,Pass,289,4.041451884327381,Excellent,1,1
male,group C,high school,standard,completed,72,67,64,67.66666666666667,Pass,203,4.041451884327381,Average,1,1
female,group C,high school,free/reduced,none,62,67,64,64.33333333333333,Pass,193,2.516611478423583,Average,0,0
male,group C,master's degree,standard,none,79,72,69,73.33333333333333,Pass,220,5.131601439446884,Good,0,1
male,group C,some high school,free/reduced,none,79,76,65,73.33333333333333,Pass,220,7.371114795831994,Good,0,0
